INSERT into jadwal (id_jadwal, tanggal) VALUES
('6543','2016-09-10'),
('7395','2023-05-12'),
('5615','2025-06-23'),
('6911','2023-01-06'),
('0986','2017-08-12'),
('7284','2024-04-23'),
('5936','2019-09-23'),
('7444','2023-10-14'),
('5973','2019-05-01'),
('0793','2024-05-18'),
('0238','2021-03-10'),
('6449','2017-05-12'),
('1188','2019-08-02'),
('5953','2017-04-13'),
('9571','2025-06-05'),
('0247','2017-04-11'),
('1060','2021-10-23'),
('7562','2022-04-18'),
('5825','2021-07-02'),
('5646','2022-10-10'),
('9189','2019-12-16'),
('8871','2018-04-13'),
('3991','2018-08-24'),
('3709','2018-02-28'),
('6930','2016-04-19'),
('4072','2022-05-13'),
('1486','2021-09-30'),
('4464','2025-01-25'),
('2279','2025-10-17'),
('8350','2017-06-28'),
('9305','2021-10-13'),
('2896','2020-04-12'),
('9758','2020-06-13'),
('4729','2020-12-17'),
('9728','2018-03-06'),
('5371','2017-10-05'),
('7066','2022-09-01'),
('1966','2025-01-21'),
('1984','2022-10-17'),
('0475','2018-05-20'),
('4652','2019-03-03'),
('6702','2023-11-28'),
('2212','2025-03-06'),
('0594','2020-03-04'),
('7326','2016-02-05'),
('1400','2016-07-18'),
('2057','2025-07-12'),
('2143','2024-07-14'),
('7713','2019-05-06'),
('0035','2021-07-21'),
('8728','2017-05-11'),
('1933','2022-12-22'),
('4066','2018-01-22'),
('8251','2020-04-07'),
('0524','2023-04-12'),
('8168','2019-12-12'),
('0396','2019-01-17'),
('5219','2018-05-01'),
('5629','2019-07-09'),
('5035','2016-04-08'),
('8667','2019-08-01'),
('5256','2016-11-03'),
('0250','2025-05-21'),
('1855','2024-02-15'),
('3092','2017-05-23'),
('9277','2024-12-11'),
('2672','2025-01-04'),
('9520','2019-12-12'),
('2002','2021-09-02'),
('5381','2023-03-29'),
('8459','2017-10-10'),
('2621','2023-03-19'),
('6874','2017-06-21'),
('9866','2022-09-17'),
('7808','2024-04-19'),
('1606','2024-08-13'),
('7455','2018-10-28'),
('4997','2020-04-21'),
('8578','2021-09-03'),
('5159','2023-07-12'),
('8513','2023-05-03'),
('7000','2018-03-14'),
('4971','2023-02-24'),
('5143','2021-11-23'),
('0486','2016-03-06'),
('9653','2022-03-28'),
('0005','2025-02-27'),
('4735','2018-10-21'),
('1622','2021-06-01'),
('8346','2019-10-12'),
('1754','2025-11-23'),
('3729','2021-07-18'),
('5954','2018-03-03'),
('4149','2025-02-02'),
('0401','2017-04-08'),
('1414','2020-07-16'),
('0204','2021-09-10'),
('8575','2017-03-21'),
('5123','2018-10-28'),
('0907','2020-04-03'),
('4429','2020-05-20'),
('9869','2024-03-14'),
('3966','2022-10-08'),
('3335','2019-08-29'),
('5614','2019-02-21'),
('3176','2025-09-23'),
('0371','2021-04-25'),
('1266','2022-08-21'),
('7316','2022-01-03'),
('1848','2018-12-05'),
('7017','2017-07-21'),
('4147','2018-07-03'),
('8297','2016-05-24'),
('0206','2025-02-19'),
('5325','2019-09-01'),
('0853','2017-01-09'),
('8981','2020-01-09'),
('3620','2019-12-02'),
('4398','2025-06-02'),
('0360','2018-09-08'),
('0132','2022-02-21'),
('5705','2017-01-19'),
('5670','2022-10-19'),
('9859','2023-06-22'),
('6941','2020-09-19'),
('6864','2019-01-20'),
('2229','2017-08-19'),
('3063','2018-11-24'),
('9384','2021-11-08'),
('6740','2016-01-25'),
('9933','2020-07-27'),
('9105','2025-08-16'),
('3985','2022-05-18'),
('2586','2023-02-01'),
('3844','2023-05-02'),
('9694','2020-07-12'),
('2778','2021-02-22'),
('6685','2020-12-08'),
('6267','2019-01-16'),
('6016','2018-10-24'),
('3725','2018-07-28'),
('2447','2025-01-28'),
('2662','2017-04-13'),
('4427','2016-09-01'),
('0981','2025-04-10'),
('4328','2019-07-20'),
('7169','2017-05-16'),
('4436','2016-09-09'),
('5398','2021-04-12'),
('6705','2018-01-20'),
('8508','2016-11-12'),
('0936','2020-02-12'),
('4287','2016-08-23'),
('1042','2023-08-19'),
('9020','2019-04-18'),
('8180','2023-05-06'),
('0608','2022-07-31'),
('6090','2020-05-26'),
('9746','2017-04-30'),
('0890','2024-05-30'),
('4219','2018-12-02'),
('7743','2021-08-06'),
('6147','2017-05-21'),
('9291','2016-12-22'),
('7798','2024-06-27'),
('5540','2020-11-16'),
('3956','2017-02-15'),
('6882','2019-04-28'),
('6083','2017-11-24'),
('7633','2017-05-16'),
('5524','2017-08-17'),
('3167','2019-02-05'),
('5731','2016-05-31'),
('3668','2016-01-20'),
('8886','2020-07-28'),
('4439','2022-01-30'),
('0928','2021-12-14'),
('4094','2022-11-18'),
('5702','2019-08-12'),
('2113','2016-06-23'),
('3677','2019-10-17'),
('1134','2025-02-08'),
('9732','2016-01-16'),
('6677','2016-09-07'),
('2079','2024-01-21'),
('2487','2020-12-20'),
('7267','2018-08-08'),
('2790','2023-12-27'),
('1531','2020-11-12'),
('4621','2024-11-30'),
('1443','2025-05-26'),
('2120','2023-07-27'),
('7673','2020-05-01'),
('6446','2025-05-14'),
('3091','2018-01-23'),
('0771','2024-05-18'),
('4946','2024-10-14'),
('0384','2016-02-02'),
('6234','2025-03-01'),
('7672','2024-08-04'),
('3285','2022-09-14'),
('3558','2025-04-24'),
('6439','2025-10-13'),
('4082','2020-05-26'),
('4640','2020-04-11'),
('9509','2025-02-28'),
('1390','2019-11-16'),
('2026','2020-12-02'),
('0881','2024-10-10'),
('5991','2025-07-25'),
('6730','2021-10-27'),
('5690','2018-08-14'),
('0960','2018-12-20'),
('1178','2022-04-27'),
('2700','2023-05-18'),
('4003','2018-02-19'),
('2453','2018-03-26'),
('9946','2016-08-12'),
('6186','2024-06-14'),
('4382','2019-08-31'),
('4168','2021-06-03'),
('2339','2025-11-05'),
('3541','2023-12-15'),
('2121','2017-11-16'),
('3749','2022-07-05'),
('8388','2017-05-06'),
('1727','2022-12-25'),
('4539','2019-03-17'),
('7601','2016-09-25'),
('7605','2018-10-30'),
('8711','2017-10-29'),
('9680','2023-08-07'),
('9466','2016-01-04'),
('3313','2025-05-03'),
('9034','2022-09-27'),
('3706','2025-12-26'),
('3852','2023-03-16'),
('0376','2021-01-28'),
('6914','2020-04-28'),
('0240','2019-01-17'),
('5769','2019-12-22'),
('1347','2021-06-26'),
('2574','2018-12-20'),
('8335','2025-05-10'),
('6366','2020-09-12'),
('3972','2018-04-01'),
('6557','2025-06-06'),
('9667','2024-03-17'),
('8446','2021-02-01'),
('7812','2016-02-09'),
('3957','2022-10-15'),
('3877','2022-04-30'),
('9585','2023-05-04'),
('4742','2023-09-02'),
('1620','2017-11-13'),
('5562','2019-09-08'),
('6725','2016-08-10'),
('8137','2016-01-05'),
('9864','2016-07-25'),
('1745','2023-05-21'),
('2651','2016-01-03'),
('2449','2023-02-04'),
('5761','2017-12-10'),
('0162','2020-03-19'),
('8521','2017-09-11'),
('5875','2021-07-26'),
('3776','2025-02-11'),
('8085','2021-10-29'),
('0351','2024-04-14'),
('5905','2021-03-25'),
('9775','2019-02-26'),
('6871','2024-06-25'),
('8805','2020-04-26'),
('9567','2018-11-07'),
('1821','2018-09-25'),
('8172','2017-08-21'),
('2919','2018-01-13'),
('7287','2016-03-10'),
('2346','2019-04-22'),
('6496','2017-05-30'),
('4022','2017-03-04'),
('8246','2018-12-16'),
('0819','2016-05-01'),
('1658','2024-11-06'),
('8921','2019-07-12'),
('9296','2019-05-19'),
('3289','2024-03-24'),
('8666','2018-06-03'),
('6257','2018-09-06'),
('9479','2017-03-14'),
('6403','2021-02-05'),
('4197','2025-06-19'),
('6572','2017-05-05'),
('1877','2025-07-24'),
('9753','2022-10-06'),
('9018','2024-09-22'),
('9132','2025-02-20'),
('5098','2019-06-18'),
('4037','2016-10-25'),
('4618','2024-03-17'),
('7650','2024-05-07'),
('4074','2019-11-28'),
('6608','2025-04-11'),
('1550','2024-07-21'),
('1284','2025-02-16'),
('0867','2021-10-29'),
('5840','2016-03-24'),
('1983','2017-04-22'),
('4979','2016-11-26'),
('8169','2016-05-13'),
('0052','2018-04-26'),
('9564','2023-09-03'),
('8856','2017-10-04'),
('9282','2022-06-28'),
('9458','2022-09-17'),
('2039','2017-08-17'),
('3157','2018-06-20'),
('8146','2018-09-12'),
('3078','2019-03-25'),
('8694','2025-05-06'),
('7492','2019-12-10'),
('4604','2023-10-07'),
('1330','2021-08-05'),
('1552','2018-01-16'),
('5462','2022-01-03'),
('6595','2022-04-04'),
('2578','2018-09-01'),
('1216','2025-03-31'),
('1150','2025-08-30'),
('1573','2022-10-27'),
('2183','2022-06-02'),
('7708','2024-01-30'),
('4777','2017-07-08'),
('0096','2023-04-04'),
('3849','2020-12-20'),
('2797','2017-09-08'),
('9359','2019-06-26'),
('9060','2019-03-05'),
('8061','2016-08-16'),
('0275','2017-06-19'),
('4766','2020-07-28'),
('4139','2018-02-01'),
('5417','2021-04-01'),
('6109','2019-09-18'),
('8253','2022-09-03'),
('7593','2020-06-05'),
('0070','2021-08-31'),
('8647','2019-09-24'),
('9469','2020-10-15'),
('1079','2020-03-09'),
('0848','2022-08-06'),
('8983','2020-05-27'),
('2825','2016-01-11'),
('0065','2019-03-08'),
('9705','2020-02-25'),
('7809','2022-06-04'),
('0995','2020-08-31'),
('2497','2020-08-25'),
('2771','2025-01-04'),
('6295','2016-06-25'),
('1088','2017-09-07'),
('3547','2023-01-06'),
('6623','2023-10-22'),
('2295','2019-05-24'),
('1441','2021-02-27'),
('2134','2017-08-14'),
('1005','2023-07-24'),
('9890','2025-12-25'),
('8883','2022-08-21'),
('4010','2016-11-16'),
('4494','2017-02-17'),
('1524','2017-09-02'),
('5791','2017-10-23'),
('9947','2020-10-23'),
('4638','2021-08-23'),
('3137','2018-12-13'),
('8577','2022-08-01'),
('5170','2021-11-07'),
('9826','2021-01-14'),
('3349','2020-11-07'),
('8858','2019-09-14'),
('4473','2019-03-22'),
('8441','2019-06-11'),
('1869','2018-05-29'),
('1778','2022-05-11'),
('1915','2020-10-21'),
('5138','2017-06-01'),
('4962','2024-02-04'),
('1539','2024-05-19'),
('6898','2021-02-03'),
('3064','2023-09-03'),
('4275','2025-11-17'),
('2189','2025-05-06'),
('1485','2020-04-13'),
('7108','2019-12-07'),
('0327','2022-04-16'),
('7299','2022-04-28'),
('1011','2023-08-25'),
('3810','2019-02-13'),
('8477','2021-05-22'),
('4503','2024-06-13'),
('8214','2016-06-19'),
('0758','2017-01-09'),
('1331','2016-04-03'),
('5657','2017-01-27'),
('8305','2025-02-25'),
('0177','2023-11-04'),
('4380','2022-12-28'),
('3888','2025-06-28'),
('0199','2023-09-02'),
('6691','2022-04-21'),
('0038','2021-07-26'),
('4668','2018-09-25'),
('1636','2024-01-15'),
('1850','2018-06-09'),
('2444','2016-04-12'),
('0014','2021-03-28'),
('2269','2016-12-02'),
('0378','2021-10-25'),
('1298','2023-05-13'),
('7763','2016-09-21'),
('5019','2020-07-12'),
('4880','2017-05-16'),
('5131','2016-08-18'),
('5000','2022-02-02'),
('5722','2020-05-31'),
('2374','2017-09-17'),
('1638','2025-01-29'),
('4415','2021-01-15'),
('6331','2020-08-09'),
('7413','2025-06-17'),
('5347','2017-04-26'),
('5628','2022-11-02'),
('7401','2024-02-11'),
('4394','2016-11-28'),
('9376','2022-02-01'),
('5025','2023-12-06'),
('7960','2020-08-01'),
('1841','2024-11-14'),
('3579','2017-11-05'),
('8511','2021-08-04'),
('6838','2024-11-19'),
('4665','2021-06-27'),
('7329','2023-03-21'),
('9425','2016-06-01'),
('3863','2025-05-02'),
('8806','2018-02-12'),
('2147','2017-02-02'),
('4855','2022-05-30'),
('0897','2020-07-15'),
('7681','2019-12-11'),
('7924','2023-01-03'),
('9368','2023-04-08'),
('6145','2023-04-03'),
('8689','2023-07-03'),
('9410','2021-05-12'),
('8597','2021-08-22'),
('5811','2024-10-10'),
('5374','2020-06-03'),
('9615','2023-07-10'),
('7049','2025-01-23'),
('4235','2017-07-12'),
('7235','2022-09-14'),
('0029','2021-04-05'),
('1790','2018-05-16'),
('5058','2021-05-22'),
('3129','2025-03-22'),
('9986','2017-12-01'),
('2264','2019-01-23'),
('0308','2021-08-14'),
('6119','2017-01-31'),
('4220','2017-08-06'),
('7364','2025-11-18'),
('4994','2021-07-28'),
('3550','2021-11-14'),
('7144','2019-11-21'),
('1095','2018-02-04'),
('4791','2025-05-11'),
('0055','2020-06-15'),
('6646','2023-02-26'),
('6487','2019-11-20'),
('2431','2022-10-11'),
('9317','2025-11-19'),
('8006','2025-07-13'),
('2711','2025-10-27'),
('8143','2022-08-19'),
('1327','2022-05-31'),
('0131','2024-03-18'),
('5945','2021-05-26'),
('1766','2024-05-04'),
('3209','2024-10-20'),
('5278','2017-05-17'),
('7991','2025-09-21'),
('4293','2020-10-21'),
('1470','2019-03-08'),
('4502','2024-11-24'),
('7080','2018-02-18'),
('7585','2018-08-08'),
('0983','2016-10-29'),
('4737','2019-06-20'),
('5397','2023-03-20'),
('9438','2019-05-28'),
('8599','2016-03-28'),
('1601','2018-12-21'),
('8408','2023-07-04'),
('9759','2023-05-19'),
('5242','2019-10-22'),
('8739','2016-09-21'),
('4524','2023-10-18'),
('8044','2024-04-01'),
('6885','2024-05-01'),
('1388','2023-03-19'),
('9145','2018-08-14'),
('4111','2025-05-16'),
('7839','2016-10-29'),
('6902','2017-03-31'),
('1328','2019-04-26'),
('9810','2020-03-15'),
('6719','2021-11-30'),
('8088','2023-02-08'),
('3680','2017-02-20'),
('9733','2024-01-16'),
('3859','2024-03-26'),
('0297','2025-07-06'),
('7230','2020-10-21'),
('6241','2020-05-20'),
('9000','2017-09-14'),
('3357','2021-10-20'),
('0774','2016-12-27'),
('7439','2019-06-24'),
('9962','2025-07-04'),
('9584','2022-06-03'),
('9175','2020-12-27'),
('4849','2022-12-31'),
('5037','2016-05-27'),
('7149','2017-03-06'),
('5487','2017-12-09'),
('5738','2025-04-14'),
('1173','2020-10-19'),
('0254','2020-12-04'),
('1507','2018-05-23'),
('8444','2023-01-30'),
('9431','2018-01-18'),
('9985','2021-04-10'),
('9914','2022-05-26'),
('8678','2021-07-03'),
('7592','2016-01-17'),
('9372','2021-08-17'),
('2265','2024-03-02'),
('5355','2021-07-05'),
('2089','2021-12-24'),
('5023','2022-10-04'),
('9588','2021-03-16'),
('3873','2018-04-27'),
('8767','2022-08-16'),
('1802','2024-03-21'),
('9315','2020-12-15'),
('3732','2018-09-14'),
('8852','2023-05-27'),
('6342','2016-10-25'),
('8338','2016-08-01'),
('6399','2021-08-17'),
('7176','2017-05-08'),
('9451','2025-02-25'),
('9227','2017-08-23'),
('2100','2018-04-30'),
('6998','2018-06-05'),
('1923','2023-08-04'),
('4240','2022-09-17'),
('0852','2023-03-03'),
('6527','2020-05-26'),
('7778','2025-11-11'),
('7312','2023-09-26'),
('9803','2021-04-08'),
('2812','2023-07-26'),
('2693','2025-01-19'),
('8952','2019-06-14'),
('1909','2017-05-08'),
('0323','2024-05-05'),
('8311','2020-09-22'),
('8078','2023-04-20'),
('5999','2025-02-25'),
('9201','2023-10-31'),
('3314','2021-01-04'),
('5531','2021-04-02'),
('1398','2023-08-04'),
('4119','2025-05-26'),
('7928','2021-01-19'),
('2527','2024-12-04'),
('1899','2021-04-17'),
('7419','2017-08-09'),
('2215','2016-03-04'),
('2243','2023-11-26'),
('9818','2016-11-21'),
('9467','2025-09-15'),
('9341','2022-04-02'),
('8854','2019-11-03'),
('4379','2020-01-26'),
('3296','2018-08-15'),
('3597','2018-05-10'),
('3486','2017-10-08'),
('6065','2023-05-30'),
('5021','2022-03-15'),
('0713','2025-03-15'),
('8458','2022-04-11'),
('2606','2021-06-04'),
('4654','2022-01-20'),
('7598','2024-12-03'),
('1491','2017-10-04'),
('7675','2017-10-06'),
('5438','2022-12-10'),
('4161','2020-04-27'),
('3890','2024-06-30'),
('2354','2020-03-03'),
('7523','2019-07-12'),
('9889','2025-08-14'),
('6609','2020-08-04'),
('2318','2023-06-29'),
('2803','2020-06-29'),
('9335','2017-11-05'),
('5245','2022-09-28'),
('7417','2022-03-31'),
('6272','2022-05-12'),
('5537','2022-03-26'),
('8992','2024-10-05'),
('2332','2021-03-13'),
('9899','2018-05-18'),
('5195','2016-02-29'),
('7319','2018-11-04'),
('3446','2021-06-11'),
('3785','2020-07-24'),
('0469','2022-02-25'),
('6381','2024-12-03'),
('5038','2025-03-02'),
('2818','2024-03-20'),
('6120','2017-10-10'),
('0598','2017-07-23'),
('5687','2017-11-16'),
('4144','2022-10-22'),
('9698','2023-03-01'),
('6114','2021-03-20'),
('2552','2023-09-11'),
('1113','2016-10-23'),
('1863','2016-12-16'),
('0368','2021-04-22'),
('4297','2020-04-02'),
('9035','2019-07-09'),
('9418','2016-09-19'),
('2927','2019-03-07'),
('3862','2022-03-22'),
('1168','2025-03-26'),
('0390','2024-05-01'),
('0295','2022-04-18'),
('6832','2025-07-10'),
('7276','2025-04-08'),
('3009','2022-07-10'),
('9881','2016-12-07'),
('7872','2025-09-05'),
('4416','2021-04-17'),
('7600','2022-12-27'),
('4086','2025-12-09'),
('8362','2021-05-16'),
('8393','2020-06-05'),
('5881','2018-06-20'),
('2847','2021-12-03'),
('3730','2025-04-24'),
('2970','2021-03-26'),
('9056','2024-09-08'),
('7706','2020-06-01'),
('3809','2020-02-13'),
('3231','2018-07-07'),
('4430','2019-01-16'),
('5899','2019-08-11'),
('8542','2022-08-04'),
('0429','2022-03-09'),
('6901','2019-11-18'),
('3368','2020-01-22'),
('2616','2021-11-14'),
('9632','2020-08-09'),
('9462','2025-11-25'),
('5437','2017-10-09'),
('7291','2016-07-23'),
('5873','2023-10-01'),
('6603','2022-07-02'),
('9979','2016-02-06'),
('5272','2022-03-31'),
('4278','2017-12-11'),
('3894','2020-01-23'),
('9344','2017-11-02'),
('2208','2020-11-24'),
('6493','2025-07-13'),
('1059','2016-10-20'),
('5442','2021-09-18'),
('7181','2023-10-02'),
('9161','2023-11-18'),
('9757','2019-03-08'),
('8779','2019-11-27'),
('6820','2017-05-17'),
('7679','2017-09-11'),
('0031','2017-08-13'),
('8838','2020-07-17'),
('5817','2017-07-25'),
('6011','2025-02-24'),
('8469','2021-02-19'),
('4223','2020-10-25'),
('9762','2020-04-05'),
('1138','2017-02-03'),
('6743','2019-05-28'),
('9910','2023-10-04'),
('5367','2017-05-19'),
('0954','2019-06-12'),
('3537','2022-02-07'),
('6156','2017-11-15'),
('6324','2021-11-23'),
('6448','2018-07-29'),
('7916','2025-08-16'),
('6374','2022-10-13'),
('7993','2022-05-05'),
('0164','2018-07-10'),
('3914','2022-01-31'),
('4341','2025-09-02'),
('4105','2020-08-29'),
('5335','2025-01-19'),
('2412','2023-02-17'),
('6160','2024-07-20'),
('8977','2024-10-11'),
('8744','2024-11-16'),
('0817','2023-12-14'),
('6354','2025-03-26'),
('3414','2025-07-01'),
('0330','2017-10-12'),
('7011','2023-02-25'),
('4122','2019-02-20'),
('1337','2016-12-30'),
('9489','2017-11-04'),
('3854','2018-10-01'),
('9270','2022-08-25'),
('0533','2018-12-25'),
('0922','2016-03-04'),
('5455','2020-02-18'),
('1035','2021-10-05'),
('1021','2020-01-11'),
('4322','2022-04-06'),
('3715','2019-12-20'),
('0337','2019-06-29'),
('0335','2025-09-17'),
('9900','2020-11-30'),
('4491','2025-10-14'),
('3217','2019-11-15'),
('4194','2017-09-12'),
('9563','2022-06-30'),
('5178','2025-04-07'),
('5284','2020-02-26'),
('3968','2020-09-28'),
('9129','2017-09-08'),
('1868','2023-07-24'),
('6887','2022-11-26'),
('0957','2025-12-15'),
('9558','2022-10-11'),
('9805','2024-01-12'),
('6975','2022-08-16'),
('8955','2019-12-09'),
('3246','2025-01-05'),
('6664','2024-07-11'),
('1137','2019-12-29'),
('9324','2017-07-18'),
('0519','2025-11-27'),
('4372','2022-02-08'),
('5258','2017-09-19'),
('9909','2016-04-24'),
('0578','2017-07-13'),
('1662','2024-07-04'),
('9435','2020-10-04'),
('6851','2024-09-24'),
('6467','2023-03-24'),
('7438','2018-02-03'),
('3864','2017-02-21'),
('8558','2018-08-30'),
('3775','2020-12-29'),
('0223','2025-11-11'),
('1506','2017-05-12'),
('2575','2023-12-03'),
('6225','2017-02-09'),
('0639','2020-10-31'),
('2180','2020-08-13'),
('1769','2017-10-07'),
('6697','2023-09-03'),
('3774','2021-02-16'),
('2197','2017-10-22'),
('7768','2020-10-24'),
('3896','2018-03-25'),
('5237','2023-02-09'),
('3215','2023-02-25'),
('8553','2018-09-10'),
('9099','2024-06-29'),
('7757','2023-07-03'),
('2003','2024-03-23'),
('2696','2017-11-26'),
('3465','2023-12-22'),
('6053','2025-08-22'),
('6219','2021-03-15'),
